Year,Perfume Name,Brand,Link
2018,Y Eau de Parfum,Yves Saint Laurent,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Y-Eau-de-Parfum-50757.html
2018,Eros Flame,Versace,https://www.fragrantica.com/perfume/Versace/Eros-Flame-52180.html
2018,Lost Cherry,Tom Ford,https://www.fragrantica.com/perfume/Tom-Ford/Lost-Cherry-51411.html
2018,Ombré Leather (2018),Tom Ford,https://www.fragrantica.com/perfume/Tom-Ford/Ombre-Leather-2018-50239.html
2018,Vanilla 28,Kayali Fragrances,https://www.fragrantica.com/perfume/Kayali-Fragrances/Vanilla-28-52616.html
2018,Burberry Her,Burberry,https://www.fragrantica.com/perfume/Burberry/Burberry-Her-51694.html
2018,Cloud,Ariana Grande,https://www.fragrantica.com/perfume/Ariana-Grande/Cloud-50384.html
2018,Sauvage Eau de Parfum,Dior,https://www.fragrantica.com/perfume/Dior/Sauvage-Eau-de-Parfum-48100.html
2018,Bleu de Chanel Parfum,Chanel,https://www.fragrantica.com/perfume/Chanel/Bleu-de-Chanel-Parfum-49912.html
2018,Oud for Greatness,Initio Parfums Prives,https://www.fragrantica.com/perfume/Initio-Parfums-Prives/Oud-for-Greatness-53641.html
2018,Ombre Nomade,Louis Vuitton,https://www.fragrantica.com/perfume/Louis-Vuitton/Ombre-Nomade-49755.html
2018,Delina Exclusif,Parfums de Marly,https://www.fragrantica.com/perfume/Parfums-de-Marly/Delina-Exclusif-50370.html
2018,L'Interdit Eau de Parfum,Givenchy,https://www.fragrantica.com/perfume/Givenchy/L-Interdit-Eau-de-Parfum-51488.html
2018,Amber Oud Gold Edition,Al Haramain Perfumes,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Amber-Oud-Gold-Edition-51816.html
2018,Luna Rossa Black,Prada,https://www.fragrantica.com/perfume/Prada/Luna-Rossa-Black-48682.html
2018,1 Million Lucky,Rabanne,https://www.fragrantica.com/perfume/Rabanne/1-Million-Lucky-48903.html
2018,Wanted by Night,Azzaro,https://www.fragrantica.com/perfume/Azzaro/Wanted-by-Night-49144.html
2018,Percival,Parfums de Marly,https://www.fragrantica.com/perfume/Parfums-de-Marly/Percival-51037.html
2018,Nomade,Chloé,https://www.fragrantica.com/perfume/Chloe/Nomade-48434.html
2018,La Capitale,Xerjoff,https://www.fragrantica.com/perfume/Xerjoff/La-Capitale-55782.html
2018,Moustache Eau de Parfum,Rochas,https://www.fragrantica.com/perfume/Rochas/Moustache-Eau-de-Parfum-52350.html
2018,L’Immensité,Louis Vuitton,https://www.fragrantica.com/perfume/Louis-Vuitton/L-Immensite-49751.html
2018,I Don't Need A Prince By My Side To Be A Princess,By Kilian,https://www.fragrantica.com/perfume/By-Kilian/I-Don-t-Need-A-Prince-By-My-Side-To-Be-A-Princess-50497.html
2018,Rehab,Initio Parfums Prives,https://www.fragrantica.com/perfume/Initio-Parfums-Prives/Rehab-50351.html
